Relative_Humidity_Percentage,Indoor_Temperature_C,Outdoor_Temperature_C,Date
44,17.88,4.4,2017-03-25 15:47:56
45,17.88,8.5,2017-03-25 16:07:43
45,17.73,8.5,2017-03-25 16:17:51
45,17.73,11.8,2017-03-25 16:27:31
45,17.73,11.8,2017-03-25 16:37:39
45,17.73,13.3,2017-03-25 16:47:17
45,17.73,13.3,2017-03-25 16:57:27
45,17.73,14.4,2017-03-25 17:07:36
46,17.57,14.4,2017-03-25 17:17:44
45,17.57,17.8,2017-03-25 17:27:23
44,17.57,17.8,2017-03-25 17:37:31
44,17.57,18.9,2017-03-25 17:47:39
44,17.57,18.9,2017-03-25 17:57:49
44,17.57,17.8,2017-03-25 18:07:56
45,15.37,17.8,2017-03-25 18:17:36
45,15.06,17.6,2017-03-25 18:27:45
45,15.37,17.6,2017-03-25 18:37:53
46,15.69,17.3,2017-03-25 18:48:03
47,15.84,17.3,2017-03-25 18:58:12
48,16.0,16.0,2017-03-25 19:07:50
48,16.16,16.0,2017-03-25 19:17:58
48,16.16,15.0,2017-03-25 19:28:06
48,16.47,15.0,2017-03-25 19:38:15
48,16.47,14.8,2017-03-25 19:48:23
48,16.47,14.3,2017-03-25 19:58:02
48,16.63,14.3,2017-03-25 20:08:11
48,16.63,14.1,2017-03-25 20:18:20
49,16.63,14.1,2017-03-25 20:28:28
49,16.63,13.0,2017-03-25 20:38:36
49,16.78,13.0,2017-03-25 20:48:16
49,16.78,12.7,2017-03-25 20:58:26
49,16.78,12.7,2017-03-25 21:08:34
49,16.78,12.6,2017-03-25 21:18:43
50,16.78,12.6,2017-03-25 21:28:50
50,16.78,12.2,2017-03-25 21:38:28
50,16.78,12.2,2017-03-25 21:48:39
50,16.78,10.7,2017-03-25 21:58:47
50,16.78,10.7,2017-03-26 00:59:33
50,16.78,9.6,2017-03-26 01:09:41
50,16.78,9.6,2017-03-26 01:19:18
50,16.78,9.3,2017-03-26 01:29:26
50,16.94,9.3,2017-03-26 01:39:33
50,16.94,9.1,2017-03-26 01:42:19
51,16.94,9.1,2017-03-26 01:49:30
51,16.94,9.2,2017-03-26 01:59:38
51,16.94,9.2,2017-03-26 02:09:47
51,17.1,10.0,2017-03-26 02:19:56
51,17.1,10.0,2017-03-26 02:29:34
51,17.1,9.9,2017-03-26 02:39:44
52,17.1,9.9,2017-03-26 02:49:52
52,17.1,12.0,2017-03-26 03:00:02
53,17.25,12.0,2017-03-26 03:09:40
53,17.25,11.4,2017-03-26 03:19:50
54,17.25,11.4,2017-03-26 03:29:59
54,17.25,12.6,2017-03-26 03:40:07
55,17.25,12.6,2017-03-26 03:49:46
55,17.41,11.3,2017-03-26 03:59:56
55,17.41,11.3,2017-03-26 04:10:04
55,17.41,12.5,2017-03-26 04:20:14
56,17.41,12.5,2017-03-26 04:30:23
56,17.41,12.5,2017-03-26 04:40:00
56,17.41,12.5,2017-03-26 04:50:10
56,17.73,12.1,2017-03-26 05:00:18
55,17.73,12.1,2017-03-26 05:10:26
55,17.73,11.9,2017-03-26 05:20:04
55,17.88,11.9,2017-03-26 05:30:14
55,17.88,11.3,2017-03-26 05:40:21
55,18.04,11.3,2017-03-26 05:50:31
55,18.04,10.6,2017-03-26 06:00:40
50,18.2,9.5,2017-03-26 06:10:48
50,18.2,9.5,2017-03-26 06:20:26
50,18.2,8.3,2017-03-26 06:30:34
50,18.35,8.3,2017-03-26 06:40:42
50,18.35,7.6,2017-03-26 06:50:27
49,18.35,7.6,2017-03-26 07:00:36
49,18.35,7.6,2017-03-26 07:10:45
49,18.35,7.7,2017-03-26 07:20:57
49,18.35,7.7,2017-03-26 07:30:34
49,18.35,7.7,2017-03-26 07:40:42
49,18.35,7.7,2017-03-26 07:50:50
49,18.35,7.7,2017-03-26 08:00:59
50,18.35,7.7,2017-03-26 08:11:08
50,18.2,7.6,2017-03-26 08:20:47
50,18.2,7.6,2017-03-26 08:30:55
50,18.2,6.9,2017-03-26 08:41:03
50,18.2,6.9,2017-03-26 08:51:12
50,18.2,7.2,2017-03-26 09:00:51
50,18.2,7.2,2017-03-26 09:11:00
50,18.2,8.7,2017-03-26 09:20:40
50,18.2,8.7,2017-03-26 09:30:48
50,18.04,9.9,2017-03-26 09:40:25
50,18.04,9.9,2017-03-26 09:50:33
50,18.04,11.7,2017-03-26 10:00:42
50,18.04,11.7,2017-03-26 10:10:51
50,18.04,14.0,2017-03-26 10:20:59
50,18.04,14.0,2017-03-26 10:30:37
50,17.88,15.9,2017-03-26 10:40:46
50,17.88,15.9,2017-03-26 10:50:56
50,17.88,13.9,2017-03-26 11:01:06
50,17.88,13.9,2017-03-26 11:10:43
50,17.88,15.6,2017-03-26 11:20:52
50,17.88,15.6,2017-03-26 11:31:00
50,17.88,14.6,2017-03-26 11:41:10
50,17.88,14.6,2017-03-26 11:50:52
50,17.88,14.1,2017-03-26 12:00:59
49,17.88,14.1,2017-03-26 12:11:09
49,17.88,13.3,2017-03-26 12:21:18
49,17.88,13.3,2017-03-26 12:30:56
49,17.88,12.8,2017-03-26 12:41:04
49,17.88,12.8,2017-03-26 12:51:11
49,17.88,12.2,2017-03-26 13:01:19
48,17.88,12.2,2017-03-26 13:11:27
48,17.88,11.7,2017-03-26 13:21:05
48,17.88,11.7,2017-03-26 13:31:13
48,17.88,10.5,2017-03-26 13:41:21
48,17.88,10.5,2017-03-26 13:51:32
48,17.88,9.4,2017-03-26 14:01:40
48,17.88,9.4,2017-03-26 14:11:18
48,17.88,8.0,2017-03-26 14:21:26
48,17.88,8.0,2017-03-26 14:31:34
48,17.88,8.2,2017-03-26 14:41:44
48,17.88,8.2,2017-03-26 14:51:22
48,17.88,8.6,2017-03-26 15:01:00
48,17.88,8.6,2017-03-26 15:10:06
48,17.88,8.6,2017-03-26 15:20:16
48,17.88,8.9,2017-03-26 15:29:54
49,17.88,8.9,2017-03-26 15:39:33
49,17.88,9.7,2017-03-26 15:49:41
49,17.88,9.7,2017-03-26 15:59:50
49,17.88,9.7,2017-03-26 16:09:28
49,17.88,9.7,2017-03-26 16:19:37
49,17.88,9.8,2017-03-26 16:29:45
49,17.88,9.8,2017-03-26 16:39:55
49,17.73,8.9,2017-03-26 16:49:02
49,17.73,8.9,2017-03-26 16:59:10
49,17.73,8.6,2017-03-26 17:09:17
49,17.73,8.6,2017-03-26 17:19:25
49,17.73,9.8,2017-03-26 17:29:03
49,17.73,9.8,2017-03-26 17:39:14
49,17.73,11.5,2017-03-26 17:49:24
49,17.41,11.5,2017-03-26 17:59:32
49,17.41,12.6,2017-03-26 18:09:39
49,17.41,12.6,2017-03-26 18:19:18
49,17.41,12.9,2017-03-26 18:29:25
49,17.41,12.9,2017-03-26 18:39:33
49,17.25,11.6,2017-03-26 18:49:41
49,17.25,11.6,2017-03-26 18:59:48
49,17.25,12.4,2017-03-26 19:09:26
49,17.25,12.4,2017-03-26 19:19:35
49,17.25,14.2,2017-03-26 19:29:45
49,17.1,14.2,2017-03-26 19:39:54
49,15.37,13.5,2017-03-26 19:49:32
49,14.12,13.5,2017-03-26 19:59:42
49,13.65,13.6,2017-03-26 20:09:52
49,14.9,13.6,2017-03-26 20:20:00
49,16.63,12.8,2017-03-26 20:30:07
49,17.88,12.8,2017-03-26 20:39:45
49,19.14,12.3,2017-03-26 20:49:55
49,19.45,12.3,2017-03-26 21:00:05
49,19.76,11.8,2017-03-26 21:10:16
49,19.76,11.8,2017-03-26 21:19:54
49,19.45,8.9,2017-03-26 21:30:02
49,19.29,8.9,2017-03-26 21:40:10
49,18.98,8.9,2017-03-26 21:50:18
49,18.82,8.9,2017-03-26 22:00:26
49,18.51,8.9,2017-03-26 22:10:03
49,18.2,8.9,2017-03-26 22:20:10
49,18.04,8.7,2017-03-26 22:30:19
49,17.88,8.7,2017-03-26 22:40:27
49,17.73,8.5,2017-03-26 22:50:35
49,17.57,8.5,2017-03-26 23:00:13
49,17.57,7.8,2017-03-26 23:10:22
49,17.41,7.8,2017-03-26 23:20:30
49,17.41,7.1,2017-03-26 23:30:39
49,17.25,7.1,2017-03-26 23:40:18
50,17.25,6.1,2017-03-26 23:50:27
50,17.25,6.1,2017-03-27 00:00:36
50,17.25,5.7,2017-03-27 00:10:45
50,17.25,5.7,2017-03-27 00:20:25
51,17.25,5.1,2017-03-27 00:30:34
51,17.25,5.1,2017-03-27 00:40:44
51,17.41,4.4,2017-03-27 00:50:56
51,17.73,4.4,2017-03-27 01:00:33
51,17.88,5.1,2017-03-27 02:20:53
51,18.04,5.1,2017-03-27 02:30:59
51,18.51,6.4,2017-03-27 02:41:07
51,18.67,6.4,2017-03-27 02:50:45
51,18.82,7.9,2017-03-27 03:00:53
52,18.98,7.9,2017-03-27 03:11:00
52,19.14,9.2,2017-03-27 03:21:08
53,19.14,9.2,2017-03-27 03:31:16
53,19.29,10.5,2017-03-27 03:40:56
53,19.29,10.5,2017-03-27 03:51:03
53,19.45,10.5,2017-03-27 04:01:12
53,19.45,10.5,2017-03-27 04:11:20
53,19.76,11.5,2017-03-27 04:21:28
53,19.76,11.5,2017-03-27 04:31:08
53,19.76,9.8,2017-03-27 04:41:14
53,19.92,9.8,2017-03-27 04:51:22
53,19.92,10.8,2017-03-27 05:01:31
53,19.92,10.8,2017-03-27 05:11:39
53,19.92,7.0,2017-03-27 05:21:16
53,19.92,7.0,2017-03-27 05:31:25
53,19.92,7.7,2017-03-27 05:41:33
53,19.92,7.7,2017-03-27 05:51:41
53,19.92,8.9,2017-03-27 06:01:49
53,19.92,8.9,2017-03-27 06:11:27
53,19.92,6.3,2017-03-27 06:21:37
53,19.92,6.3,2017-03-27 06:31:45
53,19.92,4.7,2017-03-27 06:41:53
53,19.92,4.7,2017-03-27 06:51:31
53,19.76,4.8,2017-03-27 07:01:41
53,19.76,4.8,2017-03-27 07:11:49
53,19.76,4.6,2017-03-27 07:21:57
53,19.76,4.6,2017-03-27 07:32:04
53,19.76,4.7,2017-03-27 07:41:42
53,19.76,4.7,2017-03-27 07:51:50
53,19.45,4.5,2017-03-27 08:01:58
53,19.45,4.5,2017-03-27 08:12:07
53,19.29,3.7,2017-03-27 08:21:46
53,19.29,3.7,2017-03-27 08:31:53
53,19.29,4.3,2017-03-27 08:42:02
53,19.14,4.3,2017-03-27 08:52:11
53,19.14,4.5,2017-03-27 09:02:18
53,19.14,4.5,2017-03-27 09:11:55
53,18.98,4.5,2017-03-27 09:22:03
53,18.98,4.5,2017-03-27 09:32:10
52,18.98,4.1,2017-03-27 09:42:19
46,18.98,4.1,2017-03-27 09:52:28
44,18.82,3.6,2017-03-27 10:02:05
45,18.82,3.6,2017-03-27 10:12:13
46,18.82,4.4,2017-03-27 10:22:21
47,18.82,4.4,2017-03-27 10:32:28
47,18.82,3.5,2017-03-27 10:42:07
47,18.67,3.5,2017-03-27 10:51:16
48,18.67,3.0,2017-03-27 11:01:25
48,18.67,3.0,2017-03-27 11:11:32
48,18.67,3.3,2017-03-27 11:21:40
48,18.67,3.3,2017-03-27 11:31:19
48,18.67,3.4,2017-03-27 11:41:28
48,18.51,3.4,2017-03-27 11:51:37
48,18.51,3.5,2017-03-27 12:01:47
48,18.51,3.5,2017-03-27 12:11:26
48,18.51,4.1,2017-03-27 12:21:05
48,18.51,4.1,2017-03-27 12:30:45
48,18.2,4.5,2017-03-27 12:40:26
48,18.04,4.5,2017-03-27 12:50:34
48,18.04,4.7,2017-03-27 12:59:40
48,18.04,4.7,2017-03-27 13:08:48
48,18.04,4.5,2017-03-27 13:17:55
48,18.04,4.5,2017-03-27 13:27:34
48,18.04,4.8,2017-03-27 13:36:43
48,18.04,4.8,2017-03-27 13:45:50
48,18.04,5.9,2017-03-27 13:55:29
48,18.04,5.9,2017-03-27 14:04:38
48,18.04,4.4,2017-03-27 14:13:46
48,18.04,4.4,2017-03-27 14:23:24
48,18.04,3.0,2017-03-27 14:32:32
48,18.04,3.0,2017-03-27 14:41:41
48,18.04,2.6,2017-03-27 14:50:48
48,18.04,2.6,2017-03-27 15:00:25
48,18.04,2.6,2017-03-27 15:09:32
48,18.04,2.8,2017-03-27 15:19:41
48,18.04,3.0,2017-03-27 15:28:47
48,18.04,3.0,2017-03-27 15:38:25
48,18.04,2.7,2017-03-27 15:48:04
48,18.04,2.7,2017-03-27 15:57:42
48,18.04,3.0,2017-03-27 16:07:20
48,18.04,3.0,2017-03-27 16:16:58
49,18.04,2.4,2017-03-27 16:27:06
49,18.04,2.4,2017-03-27 16:36:45
35,18.04,2.5,2017-03-27 16:46:55
40,18.04,2.5,2017-03-27 16:56:33
41,18.04,2.2,2017-03-27 17:06:40
42,18.04,2.2,2017-03-27 17:16:50
42,18.04,2.0,2017-03-27 17:26:56
41,18.04,2.0,2017-03-27 17:37:03
42,18.04,1.4,2017-03-27 17:46:41
42,18.04,1.4,2017-03-27 17:56:51
42,17.88,0.6,2017-03-27 18:07:00
42,17.88,0.6,2017-03-27 18:17:08
42,17.88,0.6,2017-03-27 18:26:45
42,17.88,0.6,2017-03-27 18:36:55
42,17.88,0.6,2017-03-27 18:47:03
42,17.88,0.6,2017-03-27 18:57:13
42,17.88,3.3,2017-03-27 19:07:22
42,17.88,3.3,2017-03-27 19:17:00
41,17.88,5.3,2017-03-27 19:27:07
41,17.88,5.3,2017-03-27 19:37:16
41,17.88,8.8,2017-03-27 19:47:25
41,17.73,8.8,2017-03-27 19:57:33
42,17.73,7.2,2017-03-27 20:07:12
42,17.73,7.2,2017-03-27 20:17:21
42,17.73,9.6,2017-03-27 20:27:29
42,18.35,9.6,2017-03-27 20:37:36
42,19.14,7.0,2017-03-27 20:47:45
42,19.14,7.0,2017-03-27 20:57:22
42,19.92,7.5,2017-03-27 21:07:31
43,20.71,7.5,2017-03-27 21:17:38
43,21.49,5.4,2017-03-27 21:27:48
43,22.12,5.4,2017-03-27 21:37:56
43,22.59,5.6,2017-03-27 21:47:34
44,22.75,5.6,2017-03-27 21:57:42
44,22.59,4.7,2017-03-27 22:07:50
44,22.27,4.7,2017-03-27 22:17:58
44,21.96,4.3,2017-03-27 22:27:42
44,21.33,4.3,2017-03-27 22:37:51
44,21.02,3.9,2017-03-27 22:48:07
44,20.55,3.9,2017-03-27 22:57:48
44,20.24,3.3,2017-03-27 23:07:56
44,19.92,3.3,2017-03-27 23:18:07
45,19.45,3.0,2017-03-27 23:28:16
45,19.29,3.0,2017-03-27 23:37:55
45,19.14,2.9,2017-03-27 23:48:06
45,18.98,2.9,2017-03-27 23:58:15
46,18.67,2.3,2017-03-28 00:08:24
46,18.67,2.3,2017-03-28 00:18:33
46,18.51,2.3,2017-03-28 00:28:11
46,18.2,2.3,2017-03-28 00:38:20
47,18.2,2.3,2017-03-28 00:48:28
47,18.04,2.3,2017-03-28 00:58:37
48,18.04,2.3,2017-03-28 01:08:15
48,18.04,2.3,2017-03-28 01:16:55
47,17.88,2.3,2017-03-28 01:18:26
48,17.88,2.3,2017-03-28 01:28:34
48,18.04,2.5,2017-03-28 01:38:42
48,18.2,2.5,2017-03-28 01:48:51
49,18.51,3.9,2017-03-28 01:58:31
50,18.67,3.9,2017-03-28 02:18:50
51,18.82,3.8,2017-03-28 02:28:58
52,19.14,3.8,2017-03-28 02:38:35
52,19.29,5.7,2017-03-28 02:48:43
54,19.45,5.7,2017-03-28 02:58:53
54,19.45,4.3,2017-03-28 03:09:03
55,19.76,4.3,2017-03-28 03:18:41
55,19.92,5.0,2017-03-28 03:28:50
55,19.92,5.0,2017-03-28 03:39:01
55,20.08,4.8,2017-03-28 03:49:10
55,20.08,4.8,2017-03-28 03:58:49
55,20.24,4.6,2017-03-28 04:08:58
55,20.24,4.6,2017-03-28 04:19:08
55,20.24,4.7,2017-03-28 04:29:17
55,20.39,4.7,2017-03-28 04:39:26
56,20.39,4.9,2017-03-28 04:49:05
56,20.39,4.9,2017-03-28 04:59:14
56,20.39,4.8,2017-03-28 05:09:22
56,20.39,4.8,2017-03-28 05:19:30
56,20.39,4.7,2017-03-28 05:29:08
56,20.39,4.7,2017-03-28 05:39:16
56,20.39,4.1,2017-03-28 05:49:26
56,20.39,4.1,2017-03-28 05:59:35
56,20.39,3.6,2017-03-28 06:09:43
56,20.39,3.6,2017-03-28 06:19:21
57,20.39,2.9,2017-03-28 06:29:29
57,20.39,2.9,2017-03-28 06:39:37
57,20.24,2.2,2017-03-28 06:49:49
57,20.24,2.2,2017-03-28 06:59:26
57,20.24,1.7,2017-03-28 07:09:36
57,20.24,0.6,2017-03-28 07:19:43
57,20.24,0.3,2017-03-28 07:29:53
58,20.08,0.3,2017-03-28 07:40:03
58,20.08,-0.3,2017-03-28 07:49:40
58,20.08,-0.3,2017-03-28 07:59:50
58,19.92,-0.3,2017-03-28 08:09:58
58,19.92,-0.3,2017-03-28 08:20:06
58,19.92,-0.6,2017-03-28 08:30:15
58,19.92,-0.6,2017-03-28 08:39:52
58,19.76,-0.9,2017-03-28 08:50:03
59,19.76,-0.9,2017-03-28 09:00:10
59,19.76,-0.7,2017-03-28 09:10:19
59,19.45,-0.7,2017-03-28 09:20:27
59,19.45,1.1,2017-03-28 09:30:06
59,19.45,1.1,2017-03-28 09:40:14
59,19.45,6.0,2017-03-28 09:50:24
57,19.29,6.0,2017-03-28 10:00:31
55,19.29,5.8,2017-03-28 10:10:40
53,19.29,5.8,2017-03-28 10:20:19
53,19.29,6.7,2017-03-28 10:30:27
53,19.29,6.7,2017-03-28 10:40:04
53,19.14,6.7,2017-03-28 10:49:12
53,19.14,6.7,2017-03-28 10:59:20
53,19.14,7.4,2017-03-28 11:09:28
53,19.14,7.4,2017-03-28 11:19:37
53,19.14,8.7,2017-03-28 11:29:16
53,19.14,8.7,2017-03-28 11:39:27
53,18.98,9.0,2017-03-28 11:49:36
53,18.98,9.0,2017-03-28 11:59:17
53,18.98,8.4,2017-03-28 12:08:56
52,18.98,8.4,2017-03-28 12:19:03
52,18.98,8.0,2017-03-28 12:28:42
52,18.98,8.0,2017-03-28 12:38:20
52,18.82,7.5,2017-03-28 12:47:58
52,18.82,7.5,2017-03-28 12:57:38
52,18.82,6.8,2017-03-28 13:07:16
52,18.82,6.8,2017-03-28 13:16:25
52,18.82,5.2,2017-03-28 13:26:35
52,18.82,5.2,2017-03-28 13:35:41
52,18.82,3.6,2017-03-28 13:45:19
52,18.82,3.6,2017-03-28 13:54:58
52,18.67,2.6,2017-03-28 14:04:05
52,18.67,1.6,2017-03-28 14:14:13
52,18.2,0.9,2017-03-28 14:23:21
52,18.2,0.9,2017-03-28 14:33:30
52,18.2,0.6,2017-03-28 14:43:08
52,18.2,0.6,2017-03-28 14:53:18
52,18.2,0.3,2017-03-28 15:02:55
52,18.2,0.3,2017-03-28 15:13:05
52,18.2,0.1,2017-03-28 15:22:44
52,18.2,0.1,2017-03-28 15:32:23
52,18.2,0.1,2017-03-28 15:42:32
52,18.2,0.1,2017-03-28 15:52:14
52,18.51,0.7,2017-03-28 16:02:23
52,18.51,0.7,2017-03-28 16:12:01
51,18.51,1.0,2017-03-28 16:22:10
51,18.51,1.0,2017-03-28 16:31:50
51,18.51,1.7,2017-03-28 16:41:58
51,18.51,1.7,2017-03-28 16:51:37
51,18.51,2.8,2017-03-28 17:01:45
51,18.51,2.8,2017-03-28 17:11:54
51,18.51,5.7,2017-03-28 17:21:32
51,18.51,5.7,2017-03-28 17:31:41
51,18.51,9.8,2017-03-28 17:41:52
51,18.51,9.8,2017-03-28 17:51:29
51,18.51,11.7,2017-03-28 18:01:41
50,18.51,11.7,2017-03-28 18:11:49
49,18.51,12.6,2017-03-28 18:21:57
49,18.51,12.6,2017-03-28 18:31:36
50,18.51,13.5,2017-03-28 18:41:45
50,18.51,13.5,2017-03-28 18:51:52
50,18.51,14.1,2017-03-28 19:02:01
50,18.51,14.1,2017-03-28 19:12:11
50,18.51,14.4,2017-03-28 19:21:52
51,18.51,14.4,2017-03-28 19:32:01
51,18.51,14.1,2017-03-28 19:42:10
52,18.51,14.1,2017-03-28 19:52:19
52,18.2,13.4,2017-03-28 20:02:27
52,18.2,13.4,2017-03-28 20:12:04
52,18.2,12.8,2017-03-28 20:22:12
52,18.2,12.8,2017-03-28 20:32:20
52,18.2,12.3,2017-03-28 20:42:30
52,18.2,12.3,2017-03-28 20:52:39
52,18.2,11.8,2017-03-28 21:02:18
52,18.2,11.8,2017-03-28 21:12:25
52,18.2,11.7,2017-03-28 21:22:33
52,18.2,11.7,2017-03-28 21:32:41
52,18.04,11.3,2017-03-28 21:42:48
52,18.04,11.2,2017-03-28 21:52:26
52,18.04,11.2,2017-03-28 22:02:34
52,18.04,11.0,2017-03-28 22:12:42
53,18.04,11.0,2017-03-28 22:22:51
53,18.04,10.8,2017-03-28 22:32:59
53,18.04,10.8,2017-03-28 22:42:38
53,18.04,10.7,2017-03-28 22:52:48
54,18.04,10.6,2017-03-28 23:02:55
54,17.88,10.6,2017-03-28 23:13:03
54,17.88,10.6,2017-03-28 23:19:00
55,17.88,10.6,2017-03-28 23:23:04
55,17.88,10.4,2017-03-28 23:33:12
56,17.88,10.4,2017-03-28 23:42:52
56,17.88,10.2,2017-03-28 23:53:01
56,17.88,10.2,2017-03-29 00:03:10
56,17.88,10.2,2017-03-29 00:12:50
57,17.88,10.2,2017-03-29 00:23:02
57,17.73,10.4,2017-03-29 00:33:09
57,17.57,10.4,2017-03-29 00:43:17
57,17.41,10.5,2017-03-29 00:53:26
58,17.57,10.5,2017-03-29 01:03:05
58,17.57,10.2,2017-03-29 01:13:13
58,17.73,10.2,2017-03-29 01:23:23
59,17.88,10.3,2017-03-29 01:33:31
59,18.04,10.3,2017-03-29 01:43:10
59,18.2,10.3,2017-03-29 01:53:18
59,18.51,10.3,2017-03-29 02:03:26
59,18.67,8.2,2017-03-29 02:23:44
59,18.67,8.2,2017-03-29 02:33:22
59,18.82,7.8,2017-03-29 02:43:29
59,18.82,7.8,2017-03-29 02:53:38
59,18.82,7.7,2017-03-29 03:03:47
59,18.98,7.7,2017-03-29 03:13:56
59,19.14,8.3,2017-03-29 03:23:35
59,19.14,8.3,2017-03-29 03:33:45
60,19.14,8.9,2017-03-29 03:43:53
60,19.14,8.9,2017-03-29 03:54:00
60,19.14,8.9,2017-03-29 04:03:38
60,18.98,8.9,2017-03-29 04:13:47
60,18.98,8.5,2017-03-29 04:23:58
60,18.98,8.5,2017-03-29 04:34:08
52,18.98,8.1,2017-03-29 04:44:18
50,18.98,8.1,2017-03-29 04:53:56
52,18.98,7.8,2017-03-29 05:04:07
52,18.98,7.8,2017-03-29 05:14:15
52,18.98,7.4,2017-03-29 05:24:24
52,19.14,6.8,2017-03-29 05:34:02
52,19.14,6.3,2017-03-29 05:44:11
52,19.14,6.3,2017-03-29 05:54:20
52,19.14,5.8,2017-03-29 06:04:28
52,19.14,5.8,2017-03-29 06:14:36
53,19.14,5.5,2017-03-29 06:24:16
53,19.14,5.5,2017-03-29 06:34:24
53,19.29,5.1,2017-03-29 06:44:31
53,19.29,4.9,2017-03-29 06:54:42
53,19.29,4.9,2017-03-29 07:04:21
53,19.29,4.6,2017-03-29 07:14:29
52,19.29,4.6,2017-03-29 07:24:36
52,19.29,4.8,2017-03-29 07:34:45
52,19.29,4.8,2017-03-29 07:44:24
52,19.29,4.7,2017-03-29 07:54:32
52,19.29,4.7,2017-03-29 08:04:42
52,19.14,6.2,2017-03-29 08:14:51
52,19.14,6.2,2017-03-29 08:25:01
52,19.14,7.0,2017-03-29 08:34:40
52,19.14,7.0,2017-03-29 08:44:47
52,19.14,8.3,2017-03-29 08:54:56
52,19.14,8.3,2017-03-29 09:05:03
52,18.98,7.5,2017-03-29 09:15:11
52,18.98,7.5,2017-03-29 09:24:49
52,18.98,7.7,2017-03-29 09:34:57
52,18.98,7.7,2017-03-29 09:45:05
52,18.98,8.5,2017-03-29 09:55:12
52,18.82,8.5,2017-03-29 10:05:21
52,18.82,8.7,2017-03-29 10:14:59
52,18.82,8.7,2017-03-29 10:25:09
51,18.82,9.6,2017-03-29 10:34:16
51,18.82,9.6,2017-03-29 10:44:23
51,18.82,9.5,2017-03-29 10:54:33
52,18.82,9.5,2017-03-29 11:04:41
52,18.67,9.0,2017-03-29 11:14:18
52,18.98,9.0,2017-03-29 11:24:27
52,20.24,8.8,2017-03-29 11:34:35
52,21.18,8.8,2017-03-29 11:44:44
52,22.27,7.9,2017-03-29 11:54:54
52,22.59,7.9,2017-03-29 12:04:31
52,22.75,7.3,2017-03-29 12:14:40
52,22.75,7.3,2017-03-29 12:24:46
52,22.59,6.9,2017-03-29 12:34:24
52,22.27,6.9,2017-03-29 12:44:33
52,21.8,5.0,2017-03-29 12:53:42
52,21.49,2.6,2017-03-29 13:03:50
52,21.02,2.6,2017-03-29 13:13:57
52,20.71,2.2,2017-03-29 13:24:08
52,20.55,2.2,2017-03-29 13:33:46
52,20.39,1.5,2017-03-29 13:43:54
52,20.24,1.5,2017-03-29 13:54:01
51,20.08,0.9,2017-03-29 14:04:09
51,19.92,0.9,2017-03-29 14:14:17
52,19.76,0.7,2017-03-29 14:24:25
52,19.76,0.7,2017-03-29 14:34:02
52,19.61,0.3,2017-03-29 14:44:10
51,19.45,0.3,2017-03-29 14:54:19
51,19.45,1.0,2017-03-29 15:04:27
51,19.45,1.0,2017-03-29 15:13:35
51,19.29,4.8,2017-03-29 15:23:42
51,19.29,4.8,2017-03-29 15:33:50
51,19.29,8.0,2017-03-29 15:43:27
52,19.14,8.0,2017-03-29 15:53:35
52,19.14,10.5,2017-03-29 16:03:14
52,19.14,10.5,2017-03-29 16:13:21
52,19.14,11.5,2017-03-29 16:22:58
52,18.82,11.5,2017-03-29 16:33:06
52,18.82,12.6,2017-03-29 16:42:44
52,18.82,12.6,2017-03-29 16:52:53
52,18.82,14.1,2017-03-29 17:02:59
52,18.82,14.1,2017-03-29 17:12:38
52,18.82,15.5,2017-03-29 17:22:46
52,18.82,15.5,2017-03-29 17:32:54
52,18.82,16.5,2017-03-29 17:43:01
51,18.67,16.5,2017-03-29 17:52:39
51,18.67,16.1,2017-03-29 18:02:47
51,18.67,16.1,2017-03-29 18:12:57
51,18.67,15.7,2017-03-29 18:22:33
51,18.67,15.7,2017-03-29 18:32:41
51,18.67,15.4,2017-03-29 18:42:53
51,18.67,15.4,2017-03-29 18:53:01
51,18.67,15.2,2017-03-29 19:03:08
51,18.51,15.2,2017-03-29 19:12:46
51,18.51,14.2,2017-03-29 19:22:54
51,18.51,14.2,2017-03-29 19:33:03
51,18.51,12.4,2017-03-29 19:43:10
51,18.51,12.4,2017-03-29 19:53:18
51,18.51,10.9,2017-03-29 20:02:56
51,18.51,10.9,2017-03-29 20:13:05
50,18.51,9.5,2017-03-29 20:23:14
50,18.35,7.2,2017-03-29 20:33:25
50,18.35,7.2,2017-03-29 20:43:33
51,19.14,6.2,2017-03-29 20:53:15
51,20.24,6.2,2017-03-29 21:03:25
51,21.18,5.6,2017-03-29 21:13:32
51,22.27,5.6,2017-03-29 21:23:41
51,22.9,5.1,2017-03-29 21:33:21
52,23.37,5.1,2017-03-29 21:43:32
52,23.37,5.0,2017-03-29 21:53:44
52,23.37,5.0,2017-03-29 22:03:21
52,22.75,5.7,2017-03-29 22:13:31
52,22.43,5.7,2017-03-29 22:23:41
52,22.12,6.8,2017-03-29 22:33:49
52,21.65,6.8,2017-03-29 22:43:57
52,21.18,9.4,2017-03-29 22:53:36
53,20.86,9.4,2017-03-29 23:03:45
53,20.55,12.0,2017-03-29 23:13:54
53,20.39,12.0,2017-03-29 23:24:04
53,20.08,12.8,2017-03-29 23:33:42
53,19.92,12.8,2017-03-29 23:43:52
53,19.76,14.0,2017-03-29 23:54:02
54,19.61,14.0,2017-03-30 00:04:11
54,19.61,14.6,2017-03-30 00:13:51
54,19.45,14.6,2017-03-30 00:24:01
